Reviews,Comments
4.5 of 5 bubbles,"Primo Grill is my hands-down go-to restaurant when I want tasty, locally sourced, seasonal food like the kind I would be making in my own kitchen if I had time and energy.  Charlie and Jackie put their personal attention into every detail of this restaurant,...More"
4.5 of 5 bubbles,"Love Love Love this place! The soup dumplings are the best, I love that they are bite size. Also the best sesame chicken I have ever had, but the best dish in my opinion was the Green Beans with pork this is magic in your...More"
4.5 of 5 bubbles,"Wow! Pleasantly surprised. The pizza was delish! Loved the decor, brought me back to the 80â€™s!!! Add roasted garlic, basil, sun dried tomatoes, and artichokes! Extra sauce. Yummmmmm"
4.5 of 5 bubbles,"Houston has many fine steakhouses, but nothing is better than Vic & Anthony's.  The menu has a huge selection of appetizers, salads, entrees, drinks,and deserts.  I have never had a bad meal there and have eaten there dozens of times.  As would be expected, the...More"
4.5 of 5 bubbles,It was the same as 35  years ago  .they are truly  the best subs  I ever had. Sorry  to hear that pat  passed on
4.5 of 5 bubbles,"The atmosphere was very relaxing; Danielle, our server was great; the food was delicious and very filling.  The Baked Squash was absolutely delicious."
4 of 5 bubbles,"had a major disconnect with the young hostess about seating and we decided to leave. The owner chased us outside and insisted we return. He seated us in a better spot. EXCELLENT food, including the best ""bunny chow"" I've had since being in Durban, S...More"
4.5 of 5 bubbles,Had a breakfast sub from here that was fantastic! Quite big!  Two people could definitely share one. It was made fresh with real ingredients. Loved all the choices.
4.5 of 5 bubbles,I am a disabled person. A friend and I went to the restaurant. We were asked how many people. I said 3 but the third person is on the way and will join us shortly. We were not allowed to sit at a table unless...More
4 of 5 bubbles,TripAdvisor:  The name is Rutledge's. Cute 5'wide space between buildings in old downtown Brownsville.
4.5 of 5 bubbles,My son and I stopped in for a quick late lunch. We split an order of quesadillas and they were yummy! The green sauce and red sauce was tasty too. We will be back in the future to explore more items on the menu.
4 of 5 bubbles,We are never disappointed at this particular Fish City Grill. We went for the Valentine special 3 course meal. We chose the 1/2 dozen oysters- our pick 3 each of the freshest oysters for our appetizer. Then for our entree we had the scallops and...More
4.5 of 5 bubbles,I eat here quite often after church.  I usually eat the Best of the House but this time I decided to try the Chile Rellanos.  They were great.
4.5 of 5 bubbles,"It is great stop when you are traveling. Good Mexican food and fairly quick service. 
We have stop here several times over the last few years while traveling between Spokane and Portland."
4 of 5 bubbles,"We were one our way to Canada and just passed by, but we're hungry. Service was perfect, hamburgers great, all you can expect if you have a burger.
The toddler got some carrots as a side order."
4.5 of 5 bubbles,"No complaints about these food and the service is ok but could be better, maybe itâ€™s because the waiters/waitresses are so young? Iâ€™d still go back though!"
4.5 of 5 bubbles,We planned to have dinner here. We ordered appetizers and they were not good. The calamari was rubbery and the oysters were nothing special.   Since we were at a seafood restaurant and the appetizers were not good we decided to go elsewhere. Very disappointing for...More
4.5 of 5 bubbles,"â€˜Warm BLT Saladâ€™ is awesome. It is freshly made. 
Desserts are wonderful. The staff is very attentive."
4 of 5 bubbles,"We walked over to the Bluewater Bar + Bistro on a busy Wednesday night.  There was a conference at the Hotel Indigo and it seemed like most of the attendees, including us, had walked over to the Bistro to eat.  In spite of the crowd,...More"
4 of 5 bubbles,"I went Rudys on Sunday and it is a good place for large groups, a self service ""community"" dinning room with all  the yealing and noisy conmotion of the kids and youth ! Good price and decent meat for all those with good fangs. Not...More"
4.5 of 5 bubbles,"Had dinner with my wife and son. 
I had the Prime Rib with baked potato and salad. Meat was cooked as requested and sides were great.
My wife had the roadkill and was pleased with all of it.
My son had the bone in Ribeye...More"
4 of 5 bubbles,What can I say . Great selection of Pizza Beer and Wine. Price is within reason and service was exalant.
4.5 of 5 bubbles,"Jose Tejas is a great place to go to for lunch or dinner. It's very casual. You could go there on a date, or with family and friends. The menu is very reasonably priced and the portions are large. Unlimited chips and salsa. Ask for...More"
4 of 5 bubbles,"Went their with my date. We had great service, really great, really cool place. The menu prices look very reasonable however, we ordered the chefs daily special which was called butter fish in creole sauce and when we got the bill it was $60 for...More"
4.5 of 5 bubbles,"What a great spot in White Plains with wonder food, ambience, and service.  We had the halibut that was fantastic.  A must go restaurant."
4.5 of 5 bubbles,This is a bit above your typical bar fare. The burgers are really good and the meatloaf was excellent. I have been here multiple times for business lunches and haven't yet been disappointed. The pricing is a little high for burgers and such.
4 of 5 bubbles,We were given a gift card for use at this restaurant.  The meal was very good.  My wife had the ceviche as her meal even though it is an appetizer.  It was enough for a meal. She had a side of maduros which were great....More
4.5 of 5 bubbles,"The three of us enjoyed a delicious meal in this restaurant!!  The decor was a surprise and not at all like a tea house. It was a Garage theme and so cute. Cars, parts, and more!  Even the restrooms followed the theme as well as...More"
4.5 of 5 bubbles,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.
4.5 of 5 bubbles,
4 of 5 bubbles,"Nothing fancy, a cafeteria line, and in a strip center, but great barbecue. The man who owns it is a member of a multi generation family of barbecue restaurant owners that are some of the best known in the Dallas-Fort Worth area (the Bryants). And...More"
4.5 of 5 bubbles,"This is slick & quick but be warned that the â€˜regularâ€™ bagel is large - think slightly compressed huge grapefruit size - and there was about half a cup of cream cheese inside.  The â€˜miniâ€™â€™ would have been plenty for me, although great value if...More"
4.5 of 5 bubbles,We were visiting McAllen the other week and went to the Centennial for dinner.  It is an old  2 story building with a large bar as well as tables on the first floor and once you have conquered the very steep stairs to the second...More
4.5 of 5 bubbles,Three orders and they mixed up two of them with an almost empty resteaurant. My girlfriend cannot handle spicy foods and I love a lot of spice. Hers was super spicy and mine had none at all.
4 of 5 bubbles,I found this restaurant very very expensive for breakfast! The cheapest egg dish on the menu was $14! I took my daughter for breakfast for two of us we each had breakfast and I had coffee it was $30!
4 of 5 bubbles,"The Acid Test. 

YES I would go again. Great place to hang out by the bar, grab a beer and something to eat. 

The Pro. 

Sports. 

Great beer selection. 

Broad menu with great food. 

Great atmosphere and service. 

The Meh.

If I am. Being super...More"
4 of 5 bubbles,
4.5 of 5 bubbles,"Came here to see Andrea Gibson perform, we were excited for the show but became even more excited when we saw what a cool spot this was, the Views and vibe were awesome and to match the ambiance, the service and food were phenomenal. We...More"
4.5 of 5 bubbles,"Ok, my wife and I have been there a lot. Only one problem for us, the food comes out of the kitchen far to fast. Sometimes itâ€™s like an F1 race."
4 of 5 bubbles,Excellent filet mignon& beautiful ambiance. The service was great and dessert was a delicious. I would definitely return.
4.5 of 5 bubbles,We had been.to the Gate House when it was in its old location. This spot seems nicer!  We got the last available table at about 1:00 on a Sunday in February. I was surprised how many sought the spot out. A little tricky to navigate...More
4 of 5 bubbles,A small restaurant/bar in New Brunswick.  The unique thing about it is their menu.  Different hot dog combinations and sausage sandwiches.  We tried the hot dogs and they were great.  Also saw customers eating different dishes and everything looked very good.  Prices were reasonable.
4.5 of 5 bubbles,
4 of 5 bubbles,Very popular breakfast spot where youâ€™ll probably have to wait in line for a table. Great coffee and espresso along with a partial bar serving mimosas etc. we enjoyed the Bacco breakfast and breakfast burrito plus 2 coffees. Tab without tax or gratuity came to...More
4.5 of 5 bubbles,"One of my favorite places to eat on LBI.  I kind of  hate spreading the word because there will be times I will have to wait for a table. The crab cake sandwich is awesome.  The crab is plentiful, fresh and fantastic flavors.  My sister...More"
4 of 5 bubbles,"Little restaurant with eclectic exterior so much if you blinked on the road you would miss it but stop if you can as the food is great. 

Service is great

Umami of the beef pho is to die for. Good portions of veggies with a...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Saw this on Evening Magazine, it looked good so we gave it a try.  It is a small place with great food and great service.  I will be going back real soon."
4.5 of 5 bubbles,We met our friends here for dinner.  We sat upstairs.  The food was excellent and the beer was interesting.  The staff were very friendly and didn't rush us while we visited.
4 of 5 bubbles,
4.5 of 5 bubbles,"It''s good enough for Spokane because there''s really not enough people here who would know or appreciate exceptional Texas Style barbecue. Of all Texas barbecue there''s a lot more ""bad"" barbecue than there is good, probably half to two thirds (that is directly sourced from...More"
3.5 of 5 bubbles,"One of my favorite restaurants in Saratoga! Cocktails, appetizers, dinner, desserts.... everything is excellent! Kevin is our favorite waiter...always attentive and very friendly-a great place to be in Saratoga!!!"
4.5 of 5 bubbles,The beer is the coldest around.  It is also one of the most expensive places that I have found. The food is average at best.
4.5 of 5 bubbles,"Friendly service, great food and fun atmosphere to watch a Bills football game! The staff kept up the pace on a busy night to keep glasses full and fresh food coming out quickly. Homemade chicken tenders were delicious! We will visit again!"
4.5 of 5 bubbles,It's become a hangout for the local problems. We didn't feel safe. Lots of foul mouthed hang outs within ear shot of our grandkids.  Go elsewhere IMO
4 of 5 bubbles,
4.5 of 5 bubbles,We've been here several times for breakfast and its been fantastic every time. The service is excellent as well. It's our favorite place!
4.5 of 5 bubbles,"Raw pork dumplings 
Ok ramen 
Large portion 
TripAdvisor should take down the reviews
It is misleading and undermines the ratings list"
4.5 of 5 bubbles,"We've been to all kinds of Brazilian-style steakhouses. They're all worthwhile, but when you can find one that is AFFORDABLE - that's a treasure. It offers an interesting buffet/salad bar with everything from salad to flan for dessert. There are meat empanadas, cheese bread, potatoes,...More"
4.5 of 5 bubbles,Great service and food and cocktails. Dinner with friend that made reservations far in advance (recommended). Extremely popular but rather small in a very non-descript location near downtown. Worth seeking out.
4.5 of 5 bubbles,A small restaurant/bar in New Brunswick.  The unique thing about it is their menu.  Different hot dog combinations and sausage sandwiches.  We tried the hot dogs and they were great.  Also saw customers eating different dishes and everything looked very good.  Prices were reasonable.
4.5 of 5 bubbles,"Latin food with a diverse, generally well-dressed crowd. We had 3 or 4 tapas for our meal. Impeccable food with fresh ingredients. Fresh fish in Lubbock! Great bartender (though the Margarita was too sour for my date)."
4 of 5 bubbles,
4.5 of 5 bubbles,"It was exhilarating. The portions were so huge! Everything was so delicious and the waiters were very nice to us! Only thing would just be it being a bit pricey due to certain things BUT, it was definitely a great experience! Would definitely go again!"
4 of 5 bubbles,My wife and I enjoy breakfasts and dinners at the Reef. One of my favorites for breakfast is eggs benedict although everything we have ever eaten there is fantastic! If you enjoy your drinks a little on the strong side then order something from the...More
4 of 5 bubbles,"I had the pleasure of visiting Twigs while in the Spokane Valley area for business. Twigs just happened to be on my list of Foodie destinations to try. I was very fortunate that my customer who I was taking out for lunch, recommended that we...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Love French food, had high expectations for this place based on reviews, but it ended up to be just ok. Food was not bad, but nothing outstanding either. Service was just ok too - granted, it was Saturday night and place was super busy.
Will...More"
4.5 of 5 bubbles,"Salmon omelette was good, two eggs over easy were barely cooked.  Hash browns here are very different, can't decided if we really liked or not.  Service was good, lots of staff.  Very loud"
4 of 5 bubbles,First time at this restaurant and loved it. We had heard high reviews but didnâ€™t have high expectations cuz we often times are disappointed with other peopleâ€™s reviews. But I have to say we will definitely be back again and again. I order the house...More
4.5 of 5 bubbles,"Sat immediately upon arrival on early Sunday lunch. Table was not large enough and we kept switching thing around to make our dishes fit. The waitress was attentive, yet should have know to mention that some steak dish was actually an Asian dish and not...More"
4 of 5 bubbles,"Good quality, good price, good food at a food court!  Real dishes are used if you eat in so you have to clear your own dishes after eating.  From Oshima we had chirashi bowl, udon with sashimi/spicy tuna roll, baked scallop roll, rainbow roll -...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Wow, what a place.  Food was fantastic.  Views are ridiculous.
But what set my visit apart was a specific manager working that night.
The beginning of my experience at the Chef's Table was less than stellar, but then Paris got involved.   I didn't have to...More"
4.5 of 5 bubbles,"Old Havana atmosphere and colorful exotic foliage with large potted palm trees add to Cuba Libre's open air, tropical ambiance. 

Service was slow as mentioned on previous reviews, but our waitress was very friendly, and food was good! I wouldnâ€™t get out of my way...More"
4 of 5 bubbles,"Best Asian food around this area.  Consistently great food.  The portions are 
Generous.  We typically do take-0ut and the line can be out the door!!  Highly recommend."
4.5 of 5 bubbles,"Stumbled upon this restaurant while driving through Nutley. When entering the establishment, I was not greeted by the hostess and decided to have a seat at the bar area. The restaurant seemed slow at this time but should be no excuse as to why there...More"
4 of 5 bubbles,We had dinner at Capriccio's and the meal was delicious and not too expensive for a nice restaurant.  The Staff was very professional and wanted to make our experience enjoyable.  I'm looking forward to going back there soon.
4.5 of 5 bubbles,
4 of 5 bubbles,"Came with a group of eight people, and had a wonderful evening.  The food was a wide variety, and very high quality.  Service was excellent.  The flatbread deluxe hamburger was a unique burger, and extremely tasty.  The spicy grilled green bean appetizer platter was outstanding....More"
4.5 of 5 bubbles,"Food is above average with a good selection. Price point is on par with similar venues. Bar service is painfully slow. Order additional cacktails from the start, and before your food order. Food Service can be hit or miss as well. (Make sure you ordered...More"
4 of 5 bubbles,
4.5 of 5 bubbles,"So nice and pretty, the food was ðŸ‘ðŸ» great I ðŸ’— unfortunately I can add any picture, but was great and fun day w my family and friends ."
4 of 5 bubbles,"Had the breakfast buffet on Saturday. We had a large group all traveling together and the staff worked tirelessly 
to accommodate everyone who chose to have the buffet.

 The lunch and dinner offerings had many choices.

The dining area is quite small for the size...More"
4 of 5 bubbles,
4.5 of 5 bubbles,Had a great time going here for a Valentine's outing. The chicken and linguine was stellar and the seafood was fresh. Portions were perfect and for New York it wasn't overly expensive. The service was good as well and they had a large drink selection....More
4.5 of 5 bubbles,convenient location and the mango tacos were great....just spicy enough and the serving was ample.  reasonable price
4.5 of 5 bubbles,We have visited Cargot a number of times since its opening. The food is consistently very good and the service excellent without being intrusive. We are intrigued what the new ownership will bring; while we understand they may alter the menu / theme we hope...More
4 of 5 bubbles,Went to breakfast with my son on a Sunday morning.  The omelet menu is huge-each one described better than the next.  The waitress brought us coffee while we glanced over the menu.  Unfortunately these coffees were luke warm at best.  We ordered of breakfast and...More
4 of 5 bubbles,"The service was quick and friendly. It seemed popular with the nearby worker crowd. Well, we ordered the wrong things. The food was great but we ordered too much! We both chose the Saya box. 2 kinds of meat (chicken and pork), a bowl of...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"I was reluctant to eat in this restaurant at first, but after having my first meal here I would give it 5 stars. The food has an excellent flavor and the atmosphere is very warm and cozy. I feel that this can be a heavy...More"
4.5 of 5 bubbles,"The food is delicious. I've always had good service.  Nice atmosphere.  I go there regularly.  Great for groups, too."
4 of 5 bubbles,Decent pasta in a good area of NYC. Very cool restaurant area in the food hall of the Home Alone Plaza Hotel!
4.5 of 5 bubbles,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( heâ€™s a regular). Everything from the incredible food ( which he picked...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,Cold Night? Brisk Walk? How about an African Peanut Soup to warm the soul. Accompanied by a homemade Biscuit and a warming cocktail. My mother had a very light Quiche. Highly enjoyed the ambiance and the service. Would reccomend
4 of 5 bubbles,"Ate on Tuesday night in mid December. Very crowded, but got good service and seated in `10 minutes. Food was great, service excellent. REASONABLE price for a good steak."
4 of 5 bubbles,"Salata has a â€œserver-basedâ€ salad bar. One walks through choosing greens, veggies, cheeses, pasta, some fruits,  proteins, toppings, dressings, soups and breads. There is a size choice as well. I ordered a small salad, which was by no means small. Plenty of my requests. My...More"
4.5 of 5 bubbles,Very good Itialian. Good wine selection and entrees were excellent. You can get a pasta sampler with choice of three of their pastas so you don't have to pick just one. Service was superb.
4.5 of 5 bubbles,"Going downhill!

The food is primarily fried and nothing as it were just two years ago! Idk what happened. I left a positive review some time ago as this place was delicious. I no longer agree with my previous perception of this bird nest."
4.5 of 5 bubbles,
4 of 5 bubbles,"Mamma Mia! This place place is sooo good and the service is awesome
Every single item we ordered was so delicious and authentic. Dessert was also unique and superb.

Kababs are so good."
4.5 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,"Went to Luigi's for the first time yesterday. It is a quaint, old time Italian restaurant. Had a salad which was good.  The Fried Calamari were excellent. Light coating and cooked perfectly.  My friend had spaghetti with olive oil and garlic.  He was it was...More"
4.5 of 5 bubbles,Went with the entire family and was seated fairly fast on an extremely busy night. Everything we tried was delicious! The only downside to this establishment was the overly loud music! Donâ€™t get me wrong I love music but we could not talk to each...More
4 of 5 bubbles,The food here was very tasty and the waitstaff was friendly and attentive. We celebrated my mother's 83rd birthday and they allowed us to bring in our own cake and stored it until we were ready to eat it. They also joined in in singing...More
4 of 5 bubbles,"A local dive bar with a pretty good line up of draft beers and wine, but heck.... you're going there for the wings!!  Do give it a try for your next wing binge!!"
4.5 of 5 bubbles,"The wall-adorned, vintage album and comic book covers set the ambience.  Our server, Lara, was great.  And the food was tasty."
4.5 of 5 bubbles,
4.5 of 5 bubbles,The ribeye was excellent. We were a large party and we were served at the same time with perfectly cooked food
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Updated menu, great choices, and as always great service once u get seated. Will go back anytime great Mexican food  is in the venue, o and a great margarita."
4 of 5 bubbles,
4.5 of 5 bubbles,Wanting something other than steak or pizza I tried this Polish Nook. This second generation family-run restaurant was full of regular customers enjoying excellent food. At first glance outside I wondered whether I had the right place as it seemed very nondescript. A small menu...More
4.5 of 5 bubbles,"Have a great breakfast menu,food was great!!you will not regret your visit,an old time drive through feeling."
4.5 of 5 bubbles,"For breakfast, you canâ€™t top Elmerâ€™s. The pancakes come in a four stack with powdered sugar and two portions of syrup. The bacon is fresh and crisp. The hash browns are warm and crisp. The service is fast and accurate. This is a great place...More"
4 of 5 bubbles,"I was here with some friends for brunch, between us the food ordered was a root omelet, winter salad, chicken & waffles and a grilled chicken sandwich. All were happy with their picks and enjoyed it with no complaints. Portions were good for the value,...More"
4 of 5 bubbles,We drove for 45 minutes to get vat this restaurant. Joe Cruz our waiter was fantastic. I hope his manager reads this. The Broccoli Cheese soup was the best I have ever eaten. I took a bowl to go. The sandwich was fantastic but not...More
4.5 of 5 bubbles,"This place was not at all what we expected. It was way more! The atmosphere was great, the food was excellent. If we had been staying in Fort Worth for a longer period of time, we definitely would have come back to eat again and...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,My husband and I recently moved from Florence Italy to NJ recently and finding this restaurant was like finding a corner of home. The chef Alberto is a young italian talent from some of the best restaurants in Florence and NYC. His french wife and...More
5 of 5 bubbles,Love the French  Dip sandwich and Spaghetti. Great volume for the money. The servers are very friendly. Also take out is great when you want to eat it at home.
4 of 5 bubbles,
4.5 of 5 bubbles,"The Tri-Cities food scene is pathetic.  That being said, this is one of two places I would proudly take an out-of-town visitor.  Fantastic food.  Good service.  Stupid cheap prices.  Get out and support this amazing place!"
4.5 of 5 bubbles,"My husband and saw this restaurant on an episode of Diners, Dives and Drive In's.  We decided to try it out to see if it was a good as Guy Fieri described.  The food was good I expected portions to be a little bigger. The...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Outstanding service, great high end venue. Went for lunch: sandwich bread over toasted and quantity of ingredients not what Iâ€™d expect for quality of dining experience.  Overall good experience and will go back but food value not as expected."
4.5 of 5 bubbles,Came here for lunch with friends while we were staying at the nearby Hampton Inn. Real friendly staff and helpful with our selections. Food was pretty decent and the prices were great. I would like to go back and try their dinner menu.
4 of 5 bubbles,"Good food at a reasonable price, with many variants on the menu.  Fast and friendly service.  Off the beaten path."
4.5 of 5 bubbles,"Leaving AC Quick stop for breakfast service was prompt and food was excellent.
Will stop again on our way down
Would recommend Perry's to everyone"
4.5 of 5 bubbles,"Second meal in a row at Madison cafe. Both times waitress NEVER visited table after serving food , at breakfast a side was forgotten and finally we ask another waiter and he brought it by after we finished our meal - never offered coffee refill...More"
4.5 of 5 bubbles,"We have tried many of the boardwalks pizza places and this was the best, their slices are large and quite filling.  Manco and Manco rests on their laurels that they are the best but their pizza was not as good and more expensive"
4 of 5 bubbles,"Honestly, I used to get the Santa Fe chicken salad 2x a month-carry out This past year the quality, freshness & quantity of ingredients has declined. Not only less mango in relation to season but even when in season. Want black beans-more than a tbs,...More"
4 of 5 bubbles,"The variety of food and adult beverages is fantastic! Flavor is even better!! It is not the typical bar food but a menu full of appetizers, sandwiches, lunch and dinner entrees. The cook does a wonderful job! Be sure you get the honey mustard sauce...More"
4.5 of 5 bubbles,"This place has gone down hill. I had not been in for a year or so, until this morning. I noticed right after being seated that things were taking a lot longer than normal. We beat the rush, so it was odd that it took...More"
4 of 5 bubbles,My Father came to visit from out of town and wanted to go to The Onion to see if it still tasted the same from when he was stationed here 20 some odd years ago. My two kids (3&6) had fun in the kids zone...More
4 of 5 bubbles,"Good food, awesome drinks, and excellent service! These dishes and cocktails are on point!

A great spot to catch a few drinks while your wait for a movie to start or while you wait for the Mrs to finish her shopping."
4 of 5 bubbles,"we ordered a grilled skirt steak salad and it came out cold and bad. the meat was hard and not warm at all. also, the service as well was terrible, they didnâ€™t want to return our money. WOULD NOT RECOMMEND COMING HERE AT ALL!!!!"
4 of 5 bubbles,Been back a few times since my last review and I have to say the place seems to get better the food the service the food I think has gotten better tried some different dishes all were good  plenty of room pleasant food experience
4.5 of 5 bubbles,The Fajitas Monterey are a unique way to deliver this Tex mex staple.  The enchiladas are still among the best we have ever had.  The Margaitas are short and pack a punch.
4.5 of 5 bubbles,"Found this place to be outstanding. Very nice, interesting and knowledgeable staff. For the food, the hot and sour soup was very good. I got the â€œstarterâ€ beef bbq. Very unique dish. I bit spicy but not spicy. Very flavorful and super tender. Not appetizer....More"
4.5 of 5 bubbles,"Saturday night. You expect a crowd, but the noise level is excruciating! Never again. Decor is very upscale. Service and attention very good by waitstaff. The use of an iPad to show dishes is a novel idea. Well set table. Food: maybe you can not...More"
4.5 of 5 bubbles,The food varies from steak to chicken to fish to shrimp. There is even veggie trays. The service is fast kind and professional. You go to the counter to order your food and they waitresses go tot your table to serve you drinks. The runners...More
4 of 5 bubbles,"Very good ,fresh food ,reasonably priced ,with an array of choices to please the most demanding and for all age group
Pleasant and helpful staff .large facility,but gets very busy on the week end ,so plan accordingly 
Could be used for celebration..birthdays,etc 
Good location"
4 of 5 bubbles,"The menu has a variety of food.  We had the rolls and some meals like the sesame chicken.  The food is good, not great, but itâ€™s a nice change."
4 of 5 bubbles,
4.5 of 5 bubbles,"I got takeout for myself and two other people. I got the oatmeal and they got pancakes. Everything tasted very good, but the oatmeal was way overpriced for what it was and how much was in their serving. The people I was with said the...More"
4.5 of 5 bubbles,"Just delightful! Sarah, my server, was simply the best server that I recall having. Attentive, creative and beautiful. She made menu suggestions which I took her up on, and was not disappointed. Make sure you check out the bread pudding before you go!"
4 of 5 bubbles,"Great food and service. The atmosphere and decor was nice. The bathrooms could use some extra watching, though."
4 of 5 bubbles,We visited Faicco's in New York to get a submarine sandwich (hero) for lunch.  The place was very busy and it is take away only.  The meats and sausages looked amazing in the butchers counter but we were just in for two hero's and a...More
4.5 of 5 bubbles,"Restaurant was packed with a long wait so we decided to order a couple of pizzas to take out.  They said about 40mins to cook so we went to double bluff for a beer while we waited.  Great beer, we returned, our pizzas were ready...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Prepare to enter a time warp.  This is a classic old cafe in downtown Olympia that was a historic hangout for the blue-collared workers, the lobbyists and the politicians.  A versatile place for food and drink for all hours of the day and night.  McMenamins...More"
4 of 5 bubbles,"friendly atmosphere, delicious food. waitress was very helpful!!! we had the short ribs and cod, both excellent!"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Classic Pizzeria with great pizza, appetizers and meals.  The stuffed pizza is amazing!  Great atmosphere with a comfortable, friendly, family environment."
4.5 of 5 bubbles,"Loukoumi is a real authentic Greek restaurant-cuisine.. The service was amazing, the food GREAT, Atmosphere Good.
Huge portions, all main courses comes with a side dish, try the red snapper, and for appetizer try the grill cheese halloumi. Highly recommended!"
4.5 of 5 bubbles,"Good, if expensive, but a great tasting meal. Great location near three main roads, parking may be tough because it's a pad location and there's another eatery next door."
4.5 of 5 bubbles,"Wonderful staff, awesome food, and lovely atmosphere! Definitely recommend. The owner is lovely and works to create a special place!"
4 of 5 bubbles,"OK, let's get this out of the way first: I adore this place. This very well may be the best value Mexican restaurant in the Pacific Northwest. The nachos with shredded beef were so packed with deliciousness and so perfectly composed that I would not...More"
4.5 of 5 bubbles,The restaurant offers pleasant indoor seating as well as an outdoor option.  A nice variety of food dishes is complimented by beers from the in house brewery.
4 of 5 bubbles,We were on holiday trip to seattle and we stumbled upon the restaurant just looking for a indian dinner and it was awesome. We live in canada and have been to seattle just on a holiday trip and it was after a long time that...More
4 of 5 bubbles,"Weâ€™ve given Barisâ€™s many chances over the years and it has always been bad.  I absolutely do not see what people see in their rolls lol!!â€™  To me, they are tasteless.  I have tried everything from pizza to eggplant parmigiana... ALL bad.  The Baylor students...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,Top of India does a nice job with traditional Indian cuisine. The naan is typically fresh and dishes very good.
4.5 of 5 bubbles,"An authentic family Thai place, from the tacky decor to the golden shrine in it... massoman curry, papaya salad, tom kah soup were great. They ask you how spicy you want the dishes, 1-10... 5 is for western spicy lovers, 7 is a burn, donâ€™t...More"
4.5 of 5 bubbles,"Highly recommend. Stumbled upon it with a group of friends, had a few drinks. Which were fantastic. My buddy had the Mac and cheese with brisket which was huge. Owner was super friendly, pulled pork sandwich which was delicious. Was amazing and was big enough...More"
4 of 5 bubbles,My wife and I have come to Rooneyâ€™s over the years to celebrate many special occasions. The staff was wonderful as always. The food was very good as always. But we also come for the sense of a unique place for a fine dining experience....More
4.5 of 5 bubbles,"Love the decor, the buzz, the food is outstanding! Great service.  Itâ€™s a consistently good restaurant."
4.5 of 5 bubbles,Perfect location for lunch with co-workers or an after-work drink.  Food is more comfort food than healthy.  I had a salad once at lunch and let's just say it's not the best choice at this place.  Other than that - everything else I've had was...More
4.5 of 5 bubbles,"Both the service and food has improved considerably since I last visited Piccola Cucina Osteria in June 2019. The wait staff was friendly, attentive, and helpful, and the food fresh and delicious. Our dinner was an all around excellent experience and itâ€™s easy to see...More"
4.5 of 5 bubbles,"I love this place!!! Great menu, something for everyone. Clean, friendly service, tasty food. Give it a try!"
4.5 of 5 bubbles,"Had a pulled pork sandwich and it was just average, if not worse. Super greasy and no flavor. Normally I like Rudyâ€™s but my visit this week was very disappointing. The banana pudding was good, same for the potato salad. Itâ€™s a great location, easy...More"
4.5 of 5 bubbles,"Absolutely delicious! You must have the seafood pasta. Came here for a birthday dinner with friends. The host and waiter allowed us to bring balloons and seated us in the back so that we would have space. 
Though the space was filled with couples celebrating,...More"
4.5 of 5 bubbles,
4 of 5 bubbles,Tried this place in on a groupon and this place blew me away. The food was amazing and the service was 5 stars. I can't wait to go back.
4.5 of 5 bubbles,"Visited Mayuri a couple of times with I dian (Bangalore) collegues. Very good Biryani, chicken 65 and more. Good vegetarian choices and various types of meat."
4 of 5 bubbles,"The Berlin or pub is one of our go to places in Renton, some of the best bratwurst and cold beers in town.

It has a laid-back atmosphere and very friendly and attentive service.

I recommend giving it a shot."
4 of 5 bubbles,
4.5 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,No Comments
No review,"I visited the restaurant during the summer my family. I was completely and utterly shocked by the rudeness of the owner, Mario.   So fast forward a few months and I return to my home in Italy where I saw him on an Italian tv show...More"
4.5 of 5 bubbles,"Went as a group of friends with significant others and spent nearly 3 hours there.  The service was excellent, the attention to detail, the large selection of Italian cuisine was great but made it difficult to select, and we had a great time.  If I...More"
4.5 of 5 bubbles,"Came for Valentineâ€™s dinner and was terribly disappointed.  The filet looked and tasted of poor quality; the halibut was overcooked and tasteless.  The â€œchocolate sauceâ€ they put over the mashed potatoes was literally just melted chocolate.  The service, however, was top notch."
4.5 of 5 bubbles,
4 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,
4.5 of 5 bubbles,
4 of 5 bubbles,"This is my second time here. I didnâ€™t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More"
4.5 of 5 bubbles,
